"","player_name","fangraphs_id","Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","InterSD","InterSK","IntraSD","ADP","Pos","minpos","teamid","League","playerids","."
"448","Ronny Mauricio","23698","NYM","Mets",4.86,18.786,20.3361,4.7655,3.1231,0.9135,0.0556,0.6732,2.3772,2.4166,1.1185,0.1017,4.4128,0.1627,0.1495,0.1195,NA,0.5259,0.2179,0.253673,0.299094,0.415719,0.714813,0.305967,0.0550007,0.216993,0.253467,0.162046,4.8629,0.295484,0.008,NA,2.26828,-0.209555,-0.047,-0.0199429,-0.0119429,0.063627,-0.142785341478884,0.0880000069737434,94.8065,NA,NA,NA,999,0,"2B",25,"NL","23698",""
"449","Hunter Goodman","29715","COL","Rockies",27.54,102.008,111.664,25.7764,14.0616,5.7297,0.5408,5.4443,13.9577,15.9779,7.1018,0.1117,29.1845,1.1166,0.8256,0.6121,NA,0.6019,0.2604,0.25269,0.306116,0.479576,0.785692,0.333248,0.0635997,0.26136,0.243342,0.226886,3.96486,0.298104,-0.009,NA,14.985,1.37936,-0.194,-0.160339,-0.169339,0.0635302,-1.05632993578911,-2.11100006103516,93.5881,NA,NA,NA,562.950012207031,0.14285714,"1B/OF",19,"NL","29715",""
"450","Austin Martin","sa3014454","MIN","Twins",8.1,28.162,32.841,6.4433,4.5309,1.4159,0.1061,0.3904,3.467,2.7881,3.4385,0,6.5336,0.7882,0.2465,0.2058,NA,0.9537,0.3509,0.228794,0.326948,0.328194,0.655142,0.296419,0.104701,0.198946,0.52628,0.0993999,4.90774,0.281733,-0.006,NA,3.40264,-0.598843,0,-0.0248456,-0.0308456,0.0629494,-0.5111512709409,0.0270000007003546,87.7941,NA,NA,NA,999,0,"SS/OF",8,"AL","sa3014454",""
"451","Zack Short","19562","NYM","Mets",16.2,55.5762,65.2037,10.8267,6.8331,2.2902,0.0964,1.607,6.8248,6.0256,8.1896,0.1304,19.8129,0.5216,0.491,0.4253,NA,0.8637,0.3309,0.194808,0.301611,0.326231,0.627843,0.28211,0.1256,0.303862,0.413347,0.131423,3.7976,0.266102,-0.076,NA,5.98089,-1.9638,-0.047,-0.0856916,-0.161692,0.0623626,-1.87311884760857,0.277000002563,78.8131,NA,NA,NA,750.940002441406,0.0078125,"2B/SS",25,"NL","19562",""
"452","Jordan Diaz","22650","OAK","Athletics",4.86,18.6979,20.1725,4.8076,3.1291,1.0119,0.0328,0.6339,2.1382,2.3537,1.051,0.0202,4.0201,0.1816,0.1491,0.0929,NA,0.0746,0.0345,0.25712,0.300813,0.416459,0.717271,0.30864,0.0521006,0.199286,0.261436,0.159339,2.79851,0.294067,-0.003,NA,2.29482,-0.163082,-0.102,-0.0330935,-0.0360935,0.0616912,-0.0454901307821274,-0.0209999978542328,99.6112,NA,NA,NA,638.260009765625,0.17977528,"2B/3B",10,"AL","22650",""
"453","Adael Amador","sa3014682","COL","Rockies",6.48,23.2548,26.2728,6.1345,4.1591,1.2497,0.1198,0.606,3.0594,2.8429,2.3672,0.0263,4.0742,0.289,0.1972,0.1646,NA,0.5721,0.2394,0.263795,0.336703,0.406019,0.742722,0.3246,0.0901008,0.155073,0.581022,0.142224,4.72244,0.294511,-0.004,NA,3.33701,0.135824,0,-0.0389356,-0.0429356,0.0615033,-0.440347749739885,0.162000000476837,87.79,NA,NA,NA,724.52001953125,0,"SS",19,"NL","sa3014682",""
"454","Robbie Grossman","5254",NA,NA,30.78,109.212,127.931,24.4324,15.7976,4.9783,0.2491,3.4073,13.9871,12.4552,15.7483,0,32.9929,1.2793,0.9317,0.7598,NA,1.3734,0.4627,0.223716,0.326017,0.367458,0.693475,0.30857,0.1231,0.257896,0.477324,0.143742,3.55862,0.285112,-0.092,NA,14.5459,-1.04171,-0.672,-0.173538,-0.265538,0.0611295,-1.19707995653152,-2.53500002622604,93.9229,NA,NA,NA,747.630004882812,0.33913043,"OF",-1,NA,"5254",""
"455","Jorbit Vivas","sa3005511","NYY","Yankees",6.48,22.9999,26.2728,5.4034,3.8318,1.0255,0.086,0.4602,2.8717,2.5386,2.3068,0.0263,4.0595,0.6043,0.1972,0.1646,NA,0.3978,0.1609,0.234931,0.318463,0.347028,0.665491,0.296762,0.0878018,0.154513,0.568247,0.112096,4.33932,0.264662,0,NA,2.72961,-0.47158,0,-0.0401046,-0.0401046,0.0605978,-0.392647553235292,0.108000002801418,88.8012,NA,NA,NA,999,0,"2B/3B",9,"AL","sa3005511",""
"456","Emmanuel Rivera","19890","ARI","Diamondbacks",32.4,121.638,134.637,30.5715,19.8583,6.2556,0.7245,3.7332,15.2755,15.4435,10.0709,0,29.2174,1.2117,0.9964,0.7203,NA,0.8012,0.3321,0.251332,0.312538,0.406747,0.719285,0.312228,0.0748003,0.217009,0.344688,0.155415,4.00072,0.299255,0,NA,15.7174,-0.687322,0.002,-0.219877,-0.219877,0.059541,-1.18403287231922,-2.80600008764304,94.2195,NA,NA,NA,750.799987792969,0.10465116,"3B",15,"NL","19890",""
"457","Samad Taylor","22274","SEA","Mariners",8.1,28.4023,32.6621,6.633,4.4767,1.3631,0.1505,0.6427,3.6205,3.1655,3.4524,0.0327,8.4554,0.3593,0.2503,0.1978,NA,1.6232,0.5498,0.233537,0.321729,0.360013,0.681742,0.302514,0.1057,0.258875,0.408307,0.126476,5.71301,0.306339,0.003,NA,3.54944,-0.430247,-0.059,0.0289703,0.0319703,0.0588267,-0.163419149816036,-0.355999991297722,95.0074,NA,NA,NA,729.47998046875,0,"2B/OF",11,"AL","22274",""
"458","Jonah Bride","24703","MIA","Marlins",11.34,40.1109,46.943,9.3819,6.3337,1.9554,0.1495,0.9432,5.1101,4.4184,5.3984,0,9.8994,0.798,0.3453,0.2903,NA,0.4277,0.1815,0.233899,0.333921,0.360645,0.694566,0.310437,0.114999,0.210881,0.545326,0.126746,3.68392,0.28496,-0.069,NA,5.41027,-0.30946,0.24,-0.0876131,-0.156613,0.0587101,-0.575598254799843,-0.435000017285347,92.7954,NA,NA,NA,999,0.13513514,"2B/3B",20,"NL","24703",""
"459","David Fletcher","17992","ATL","Braves",11.34,42.7479,46.2521,11.6117,8.9469,2.0228,0.2272,0.4148,5.1619,4.2729,2.493,0.0925,4.7536,0.3238,0.3387,0.3488,NA,0.6216,0.2072,0.271632,0.314323,0.358691,0.673014,0.294803,0.0539002,0.102776,0.524445,0.0870593,4.61979,0.295291,-0.004,NA,4.7301,-0.905453,-0.239,-0.0530626,-0.0570626,0.056069,-1.12554680556059,0.112000018358231,81.3526,NA,NA,NA,748.799987792969,0,"2B",16,"NL","17992",""
"460","Austin Wynns","15271","CIN","Reds",7.53,26.0828,29.3243,5.9217,4.1895,1.0606,0.0418,0.6298,3.0182,2.853,2.4515,0,7.3345,0.3519,0.2256,0.2124,NA,0.2326,0.0869,0.227035,0.29971,0.343341,0.643051,0.285306,0.0835996,0.250117,0.334242,0.116307,3.452,0.28848,-0.048,NA,2.76764,-0.805359,0.02,-0.0440397,-0.0920397,0.0557207,-1.13510302454233,0.6480000205338,71.2879,NA,NA,NA,999,0,"C",18,"NL","15271",""
"461","Kyle Stowers","26151","BAL","Orioles",8.1,28.7287,32.7364,6.5805,3.9062,1.284,0.1078,1.2825,3.86,4.0209,3.1492,0.0327,9.7792,0.4256,0.2474,0.1855,NA,0.2285,0.0984,0.229057,0.311982,0.415181,0.727163,0.315562,0.0961987,0.298726,0.32203,0.186124,3.81725,0.29574,-0.016,NA,3.91226,-0.0764777,-0.055,-0.0532226,-0.0692226,0.0554254,0.0119485706090927,-0.568000011146069,102.069,NA,NA,NA,708.960021972656,0.09090909,"OF",2,"AL","26151",""
"462","Drew Romo","sa3014522","COL","Rockies",9.04,33.6645,36.6506,8.3602,5.5904,1.7093,0.2239,0.8366,3.926,3.9007,2.188,0.0367,7.184,0.2932,0.2751,0.2297,NA,0.5877,0.2447,0.248339,0.297671,0.386968,0.684639,0.296766,0.059699,0.196013,0.304566,0.13863,4.8409,0.290274,-0.003,NA,3.80791,-0.657747,0,-0.0476524,-0.0506524,0.054788,-1.45226443558931,0.753000020980835,69.1306,NA,NA,NA,999,0,"C",19,"NL","sa3014522",""
"463","Hoy Park","18027","OAK","Athletics",12.96,43.7461,51.2043,9.4609,6.6007,1.8348,0.1639,0.8615,5.1226,4.2949,6.2572,0.1536,13.4694,0.4608,0.3907,0.3495,NA,0.9234,0.3177,0.216268,0.318139,0.324783,0.642922,0.289404,0.122201,0.263052,0.464549,0.108515,4.23477,0.288513,-0.016,NA,5.00696,-1.23199,-0.395,-0.0508529,-0.0668529,0.0541855,-0.908738359808922,-0.287000007927418,86.2781,NA,NA,NA,999,0,"2B",10,"AL","18027",""
"464","Eric Haase","14111","MIL","Brewers",12.05,44.2678,48.5935,9.6227,6.0599,1.7071,0.1512,1.7045,5.1114,5.6188,3.3967,0.0972,14.6305,0.2916,0.3707,0.2667,NA,0.4004,0.1604,0.217375,0.275437,0.378282,0.653719,0.282655,0.0699003,0.301079,0.232166,0.160907,3.72909,0.27976,-0.054,NA,4.47929,-1.44154,0.003,-0.0619835,-0.115983,0.0513942,-1.65749833732843,1.00699994852766,74.3934,NA,NA,NA,673.859985351562,0.07692308,"C",23,"NL","14111",""
"465","Joey Loperfido","sa3017050","HOU","Astros",9.72,35.2407,39.4092,8.0592,5.1239,1.6997,0.1568,1.0787,4.4893,4.3218,3.1921,0.1576,11.4709,0.4335,0.2958,0.247,NA,0.8505,0.334,0.22869,0.29837,0.377646,0.676016,0.294077,0.0809989,0.291072,0.278278,0.148956,5.00378,0.303673,-0.007,NA,4.00651,-0.795268,0,-0.0370757,-0.0440757,0.0511207,-0.717858958989382,-0.108000002801418,85.7311,NA,NA,NA,999,0,"OF",21,"AL","sa3017050",""
"466","Dillon Dingler","sa3014528","DET","Tigers",6.03,21.8199,24.4337,4.5914,2.9055,0.9853,0.082,0.6185,2.4493,2.3972,1.8863,0.0244,7.5017,0.3909,0.1834,0.1531,NA,0.1502,0.0607,0.210423,0.282885,0.348127,0.631013,0.27776,0.0772007,0.307023,0.25145,0.137705,3.82304,0.286168,-0.004,NA,2.15293,-0.824174,0,-0.0353255,-0.0393255,0.0508766,-0.821671366691589,0.501999974250793,73.2775,NA,NA,NA,999,0,"C",6,"AL","sa3014528",""
"467","Osleivis Basabe","23985","TBR","Rays",3.24,11.9777,13.0912,3.1485,2.193,0.7244,0.0905,0.1406,1.3433,1.2639,0.8221,0,2.3273,0.1178,0.0973,0.0762,NA,0.2303,0.095,0.262863,0.314132,0.373669,0.687802,0.301022,0.062798,0.177776,0.353242,0.110806,4.85421,0.313091,0.006,NA,1.40642,-0.188667,-0.004,-0.0181768,-0.0121768,0.0499138,-0.10208376403898,0.158000000286847,94.2683,NA,NA,NA,999,0,"SS",12,"AL","23985",""
"468","Jake Cave","14477","COL","Rockies",46.98,166.488,185.797,42.8693,26.6334,9.6067,1.2766,5.3526,21.5602,21.6906,14.5665,0.3716,47.6322,2.0438,1.4264,1.2722,NA,1.9661,0.776,0.257492,0.322339,0.426979,0.749319,0.323347,0.0784001,0.256367,0.305812,0.169488,4.6896,0.326432,0.087,NA,23.4055,0.767277,-0.424,-0.264647,-0.177647,0.0482462,-3.18133096396923,-2.6649999320507,86.9504,NA,NA,NA,999,0.01538462,"OF",19,"NL","14477",""
"469","DJ Stewart","17766","NYM","Mets",9.72,34.1278,39.7857,7.4885,4.378,1.3548,0.0488,1.7069,4.6375,4.7905,4.5475,0.0796,11.385,0.6764,0.2748,0.1591,NA,0.221,0.0979,0.219425,0.320806,0.412028,0.732833,0.319783,0.1143,0.286158,0.399429,0.192603,3.00465,0.2713,-0.006,NA,4.8942,0.0465445,-0.411,-0.0704919,-0.0764919,0.0473217,0.124046623706818,-1.00499999523163,104.069,NA,NA,NA,688.25,0.12727273,"OF",25,"NL","17766",""
"470","Oliver Dunn","sa3010595","MIL","Brewers",9.72,34.1215,39.4092,7.1638,4.3793,1.6374,0.1693,0.9778,4.2124,3.8746,4.3902,0.1182,12.973,0.3547,0.2958,0.247,NA,0.5817,0.2342,0.20995,0.304087,0.35383,0.657916,0.290878,0.1114,0.329187,0.338411,0.14388,4.67814,0.30225,-0.01,NA,3.90184,-0.899943,0,-0.051903,-0.061903,0.0460458,-1.04292167723179,0.162000000476837,79.9062,NA,NA,NA,750.090026855469,0,"2B",23,"NL","sa3010595",""
"471","Jacob Hurtubise","sa3014820","CIN","Reds",6.48,22.1329,26.2728,5.4763,4.0835,0.8122,0.2163,0.3643,3.0019,2.3736,3.1212,0,5.5664,0.6568,0.1972,0.1646,NA,0.9537,0.3509,0.247428,0.354461,0.353049,0.70751,0.319148,0.1188,0.211869,0.560721,0.105621,6.01444,0.311719,-0.007,NA,3.21806,0.0168756,0,-0.017941,-0.024941,0.0456795,-0.221034284681082,-0.216000005602837,93.9753,NA,NA,NA,731.349975585938,0,"OF",18,"NL","sa3014820",""
