"","player_name","fangraphs_id","Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","InterSD","InterSK","IntraSD","ADP","Pos","minpos","teamid","League","playerids","."
"464","Cooper Hummel","19458",NA,NA,108,366,425,84,51,20,5,8,55,46,50,0,112,7,2,0,6,11,4,0.229508,0.331765,0.377049,0.708814,0.314444,0.117647,0.263529,0.446429,0.147541,6.62079,0.306452,NA,NA,50.3965,-1.38725,3.8,-0.320466,-0.320466,0.995136,-0.487566545605659,-4.0079071521759,99.6826,NA,NA,NA,999,0.8,"C/DH/OF",NA,NA,"19458",""
"465","Donovan Walton","19314","SFG","Giants",82,301,336,75,52,16,1,6,39,38,24,1,54,6,2,3,6,3,3,0.249169,0.315315,0.368771,0.684086,0.300444,0.0714286,0.160714,0.444444,0.119601,3.7051,0.283951,NA,NA,35.936,-5.00362,2.6,-1.29035,-1.29035,0.992091,-5.32933819293976,3.83456778526306,90.2968,NA,NA,NA,999,0,"2B/SS",30,"NL","19314",""
"466","Ildemaro Vargas","13324","WSN","Nationals",103,340,366,85,60,18,2,5,40,37,21,1,39,1,2,2,10,2,1,0.25,0.293956,0.358824,0.65278,0.284138,0.057377,0.106557,0.538462,0.108824,3.86228,0.268456,NA,NA,34.1883,-10.4067,8,-0.646193,-0.646193,0.990453,-11.8777585029602,9.34479713439941,75.2292,NA,NA,NA,750.789978027344,0,"2B/3B",24,"NL","13324",""
"467","Jon Berti","12037","MIA","Marlins",108,332,371,84,61,15,2,6,45,31,33,1,78,3,2,1,8,16,5,0.253012,0.324324,0.364458,0.688782,0.303795,0.0889488,0.210243,0.423077,0.111446,6.03371,0.312,NA,NA,40.7119,-4.49225,-1.8,0.349918,0.349918,0.98894,-5.00793164968491,2.28950619697571,88.3427,NA,NA,NA,442.890014648438,0.00714286,"3B",20,"NL","12037",""
"468","Damiano Palmegiani","sa3017326","TOR","Blue Jays",128,475,536,101,57,26,1,17,58,70,46,0,163,11,4,0,13,3,1,0.212632,0.294776,0.378947,0.673723,0.295296,0.0858209,0.304104,0.282209,0.166316,3.31979,0.280936,NA,NA,55.0348,-10.2736,-1.3,-0.700462,-0.700462,0.987923,-8.97327303886414,0.669429779052734,87.1188,NA,NA,NA,999,0,"3B",14,"AL","sa3017326",""
"469","Anthony Rendon","12861","LAA","Angels",55,198,233,52,34,12,0,6,27,28,28,1,38,4,3,0,9,1,1,0.262626,0.360515,0.414141,0.774656,0.339006,0.120172,0.16309,0.736842,0.151515,2.08434,0.292994,NA,NA,32.382,3.99229,-2.1,-0.722911,-0.722911,0.985812,3.2135596871376,-1.24388587474823,114.1,NA,NA,NA,423.809997558594,0,"3B",1,"AL","12861",""
"470","Joc Pederson","11899","ARI","Diamondbacks",124,367,426,91,55,17,3,16,55,53,47,3,96,8,4,0,8,1,1,0.247956,0.342723,0.441417,0.78414,0.337786,0.110329,0.225352,0.489583,0.19346,3.61839,0.289575,NA,NA,58.7731,6.86752,-4.9,-1.04653,-1.04653,0.983054,4.94507706165314,-9.59576749801636,111.353,NA,NA,NA,420.290008544922,0.66386555,"OF",15,"NL","11899",""
"471","Chase Pinder","sa3003961","SFG","Giants",77,250,293,53,36,12,0,5,31,28,35,0,77,4,2,2,6,4,2,0.212,0.316151,0.32,0.636151,0.288583,0.119454,0.262799,0.454545,0.108,3.27231,0.282353,NA,NA,28.4508,-7.24953,5.8,-0.62204,-0.62204,0.979768,-7.03038555383682,6.87657284736633,82.3453,NA,NA,NA,999,0,"OF",30,"NL","sa3003961",""
"472","Jahmai Jones","18872","NYY","Yankees",108,380,436,83,51,19,3,10,51,48,47,0,113,5,2,2,7,8,4,0.218421,0.31106,0.363158,0.674218,0.298907,0.107798,0.259174,0.415929,0.144737,5.23909,0.281853,NA,NA,46.075,-7.04907,-0.7,-0.88194,-0.88194,0.973232,-5.9555811882019,0.901998817920685,90.2882,NA,NA,NA,999,0.66666667,"2B",9,"AL","18872",""
"473","Travis Blankenhorn","18395","WSN","Nationals",112,396,438,92,54,22,1,15,46,55,35,1,116,6,1,0,7,2,1,0.232323,0.303653,0.406566,0.710219,0.308162,0.0799087,0.26484,0.301724,0.174242,2.84384,0.289474,NA,NA,49.6527,-3.715,5.1,-0.74636,-0.74636,0.971371,-5.44851857423782,0.271957397460938,91.3343,NA,NA,NA,999,0,"2B/OF",24,"NL","18395",""
"474","René Pinto","19859","TBR","Rays",88,317,336,72,43,17,0,12,33,44,15,0,111,3,1,0,6,1,1,0.227129,0.267857,0.394322,0.662179,0.284996,0.0446429,0.330357,0.135135,0.167192,2.05171,0.307692,NA,NA,31.6254,-9.31425,-0.4,-0.692091,-0.692091,0.968973,-7.47154814004898,5.77283963561058,83.1607,NA,NA,NA,355.480010986328,0,"C",12,"AL","19859",""
